model,feature_subset,data_branch,tuning_method,augmentation_strategy,branch_id,n_features,best_params,best_cv_score_mae,best_params_full_data,n_folds_tuned,params_stable_across_folds,scoring,cv_strategy,notes
SVR,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"[{""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}, {""model__C"": 1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 0.1, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}, {""model__C"": 100, ""model__epsilon"": 10, ""model__gamma"": ""scale""}]",44.00865210089633,"{""model__C"": 100, ""model__epsilon"": 0.1, ""model__gamma"": ""scale""}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}, {""method"": ""grid"", ""n_candidates"": 32}]}"
RandomForest,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"[{""model__max_depth"": 3, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 50}, {""model__max_depth"": 5, ""model__min_samples_leaf"": 3, ""model__n_estimators"": 100}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 50}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}, {""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 200}, {""model__max_depth"": 5, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}, {""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 100}]",43.53711916666666,"{""model__max_depth"": 3, ""model__min_samples_leaf"": 1, ""model__n_estimators"": 200}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}, {""method"": ""grid"", ""n_candidates"": 36}]}"
XGBoost,SOLO_A,A,grid,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,"[{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.01, ""model__max_depth"": 2, ""model__n_estimators"": 100, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 3, ""model__n_estimators"": 200, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.01, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 100, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 50, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__n_estimators"": 50, ""model__reg_lambda"": 10, ""model__subsample"": 0.8}, {""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}]",39.69814353942871,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.1, ""model__max_depth"": 1, ""model__n_estimators"": 200, ""model__reg_lambda"": 5, ""model__subsample"": 0.8}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}, {""method"": ""grid"", ""n_candidates"": 54}]}"
MLP,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_noise,SOLO_A_A_CT_grid_feature_noise,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Lasso,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
ElasticNet,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
SVR,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
RandomForest,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
XGBoost,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_scaling,SOLO_A_A_ST_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"[{""model__alpha"": 0.01}, {""model__alpha"": 10}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 10}, {""model__alpha"": 100}]",38.21709670662106,"{""model__alpha"": 10}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}]}"
Lasso,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"[{""model__alpha"": 0.001}, {""model__alpha"": 0.001}, {""model__alpha"": 0.001}, {""model__alpha"": 0.001}, {""model__alpha"": 0.01}, {""model__alpha"": 10}, {""model__alpha"": 0.001}, {""model__alpha"": 0.01}, {""model__alpha"": 0.01}, {""model__alpha"": 0.001}]",33.18575329707727,"{""model__alpha"": 0.01}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}, {""method"": ""random"", ""n_candidates"": 5}]}"
ElasticNet,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"[{""model__l1_ratio"": 0.1, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.5, ""model__alpha"": 1}, {""model__l1_ratio"": 0.9, ""model__alpha"": 1}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.5, ""model__alpha"": 10}, {""model__l1_ratio"": 0.7, ""model__alpha"": 0.1}, {""model__l1_ratio"": 0.9, ""model__alpha"": 0.01}, {""model__l1_ratio"": 0.3, ""model__alpha"": 10}, {""model__l1_ratio"": 0.3, ""model__alpha"": 1}, {""model__l1_ratio"": 0.3, ""model__alpha"": 10}]",29.79408744260661,"{""model__l1_ratio"": 0.5, ""model__alpha"": 1}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
SVR,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"[{""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}, {""model__gamma"": ""scale"", ""model__epsilon"": 0.1, ""model__C"": 1}, {""model__gamma"": ""auto"", ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": 0.01, ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": 0.1, ""model__epsilon"": 0.1, ""model__C"": 0.1}, {""model__gamma"": 0.01, ""model__epsilon"": 0.1, ""model__C"": 100}, {""model__gamma"": ""auto"", ""model__epsilon"": 10, ""model__C"": 100}]",43.943653828022796,"{""model__gamma"": 0.01, ""model__epsilon"": 0.1, ""model__C"": 100}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
RandomForest,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"[{""model__n_estimators"": 50, ""model__min_samples_leaf"": 3, ""model__max_depth"": 3}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 3, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 1, ""model__max_depth"": 2}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 50, ""model__min_samples_leaf"": 2, ""model__max_depth"": null}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 2, ""model__max_depth"": 2}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 2, ""model__max_depth"": 2}, {""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": null}, {""model__n_estimators"": 100, ""model__min_samples_leaf"": 1, ""model__max_depth"": 5}]",43.546858214285706,"{""model__n_estimators"": 200, ""model__min_samples_leaf"": 1, ""model__max_depth"": 3}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
XGBoost,SOLO_A,A,random,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,"[{""model__subsample"": 0.6, ""model__reg_lambda"": 10, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.01, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 3, ""model__learning_rate"": 0.05, ""model__colsample_bytree"": 1.0}, {""model__subsample"": 0.8, ""model__reg_lambda"": 5, ""model__n_estimators"": 30, ""model__max_depth"": 3, ""model__learning_rate"": 0.01, ""model__colsample_bytree"": 1.0}, {""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 2, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.5}, {""model__subsample"": 0.6, ""model__reg_lambda"": 5, ""model__n_estimators"": 100, ""model__max_depth"": 3, ""model__learning_rate"": 0.05, ""model__colsample_bytree"": 1.0}, {""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}, {""model__subsample"": 1.0, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 3, ""model__learning_rate"": 0.01, ""model__colsample_bytree"": 1.0}, {""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}]",38.50639671325683,"{""model__subsample"": 0.8, ""model__reg_lambda"": 1, ""model__n_estimators"": 100, ""model__max_depth"": 1, ""model__learning_rate"": 0.1, ""model__colsample_bytree"": 0.8}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""random"", ""per_fold_info"": [{""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}, {""method"": ""random"", ""n_candidates"": 20}]}"
MLP,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
BNN,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_random_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
DummyRegressor,SOLO_A,A,none,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,[],,{},0,,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""none""}"
Ridge,SOLO_A,A,grid,feature_scaling,SOLO_A_A_CT_grid_feature_scaling,95,"[{""model__alpha"": 0.01}, {""model__alpha"": 10}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 0.01}, {""model__alpha"": 100}, {""model__alpha"": 100}, {""model__alpha"": 10}, {""model__alpha"": 100}]",38.21709670662106,"{""model__alpha"": 10}",10,False,neg_mean_absolute_error,NESTED: GroupKFold(k=5) sobre los 9 experimentos de train de cada fold LOEO (held-out excluido),"{""method"": ""grid"", ""per_fold_info"": [{""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}, {""method"": ""grid"", ""n_candidates"": 5}]}"
